model_key,model_string,provider,rep,article,sentence_id,labels,rationale,utc_time
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,8,NB,句子客观描述其父亲的财富来源与排名，用词中性，未体现性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,9,LEB,在描述女性政治人物参与公务活动时，过度聚焦其穿着的品牌与时尚单品，这种对女性外貌/消费的个人化描述在男性政治人物报道中极少出现，构成评价与关注点上的不对等。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,10,NB,句子为承上启下的过渡句，使用中性表述指出其他政客也有类似消费习惯，未强化性别刻板印象。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,11,NB,句子客观陈述竞争对手的消费习惯，未使用带有性别倾向的词汇或刻板印象。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,12,NB,句子客观描述男性政治人物的具体行为及其引发的负面评价，用词针对个人行为而非性别刻板印象。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,13,NB,句子客观陈述当事人的辩解、公众反应及官方调查结果，用词中性，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,14,NB,句子陈述家族政治的历史背景，用词客观中性，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,15,NB,句子客观描述政治人物的支持基础与政治遭遇，用词中性，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,16,NB,句子为客观的时间与形势过渡陈述，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,17,NB,句子客观陈述选举结果与政党更迭，用词中性，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,2,P3,18,NB,句子客观描述政党间的政治博弈与协议争议，用词中性，无性别偏见。,2026-07-12T16:21:23Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,1,NB,"The sentence discusses abstract concepts of biological sex and gender identity in a legal context without referencing specific individuals, reinforcing stereotypes, or using unequal evaluative language.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,2,NB,"Describes the spread of a belief system across institutions and mentions ""activists"" without gendering them or applying stereotypical roles or evaluative language.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,3,NB,"Refers to ""leaders"" and ""activists"" generically without gender specification, stereotyping, or unequal evaluation.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,4,NB,"Reports a medical practice regarding gender-questioning individuals without assigning gendered stereotypes, unequal evaluations, or incorrect pronouns.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,5,NB,"Identifies a specific demographic (""women who have been sexually assaulted"") in the context of service provision failures, without reinforcing broader gender stereotypes or using unequal evaluative language.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,6,NB,Describes a specific policy situation involving male offenders and female prisons using accurate demographic terms without reinforcing stereotypes or applying unequal evaluations.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,7,NB,"Discusses institutional actions and rights without referencing gender, stereotypes, or evaluative language targeting a specific gender.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,8,NB,"Notes a disproportionate impact on women in workplace disputes, framing it as a factual observation of tribunal rulings rather than reinforcing inherent gender stereotypes or using unequal evaluative descriptors.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,9,NB,"Identifies a specific individual by name and title without gendered stereotyping, unnecessary personalization, or unequal evaluation.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,10,NB,Provides background context on the review's commissioning and legal proceedings without gendered framing or evaluative bias.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,11,NB,"Discusses differential impacts on men and women as a data collection issue, using neutral, analytical language without stereotyping or unequal evaluation.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,12,NB,"Describes administrative and medical data recording failures without attributing gendered traits, roles, or unequal evaluations to individuals.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,13,NB,Reports on statistical recording practices and policy changes without reinforcing gender stereotypes or using biased evaluative language.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,14,NB,"States a consequence of data recording practices on the understanding of violence, using neutral terminology without stereotyping or unequal evaluation.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,15,NB,General statement summarizing previous points without gendered framing or bias.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,16,NB,Provides a directive for data collection methodology without referencing gender stereotypes or evaluative language.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,17,NB,Reports on government policy stance regarding data collection neutrally.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,18,NB,"Describes administrative actions and policy implementation without gendered stereotyping, unequal evaluation, or misgendering.",2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,19,NB,Advocates for legal protections without gendered bias or stereotypical framing.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P1,20,NB,Criticizes organizational misinterpretations of equality law without targeting specific genders or employing biased language.,2026-07-12T16:21:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,1,NB,句子客观陈述政治承诺与冰岛内阁数据，未涉及职业/角色性别刻板印象或不对等评价。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,2,NB,句子客观报道历史性任命事实，提及“女性”仅为说明其开创性身份，未强化刻板印象。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,3,NB,句子客观指出内阁女性任命数量较少及代表性不足现状，属事实分析，无偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,4,NB,句子仅陈述关于女性代表比例的政治承诺，内容客观，未涉及性别刻板印象或评价。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,5,NB,句子客观报道官员任命及职务，提及“首位女性”仅为陈述历史事实，未强化职业性别关联。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,6,NB,句子客观列举他国内阁女性数量及职务，属于事实性数据对比，无偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,7,NB,句子客观对比前任首相任命女性成员的历史数据，未涉及性别刻板印象或评价性语言。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,8,NB,句子客观转述其政治立场及主动提及的公共卫生倡导，未由作者强加不必要的个人化标签。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,9,NB,句子将高市与撒切尔进行政治理念类比，并客观分析其当选原因，未涉及性别偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,10,NB,句子客观转述高市对婚姻姓氏法律及传统家庭价值观的政治立场，属政策观点报道。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,11,NB,句子客观陈述高市对皇室继承法修改的反对立场，内容聚焦于政策与制度，无偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,12,NB,句子客观报道高市在LGBTQ+议题上的政策立场，未涉及性别刻板印象或评价性偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,13,NB,句子客观引用社会学家观点，属于新闻报道中的直接引语，未体现媒体或作者的隐性偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,14,NB,句子继续客观引用专家观点，分析政策排名与政治环境对女性态度的区别，未包含偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,15,NB,句子客观转述部分人士对高市任命积极影响的看法，属于观点报道，无偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,16,NB,句子客观引用同行观点，提及年龄与职务仅为标准新闻身份背景介绍，符合规范。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,17,NB,句子客观陈述可供任命的女性议员基数较小的现实约束，未进行性别刻板联想。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,18,NB,句子提供众议院女性议员比例的具体统计数据，属于客观事实陈述，无偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P2,19,NB,句子引用权威机构的性别差距指数排名，属于客观数据报道，未包含任何性别偏见。,2026-07-12T16:22:25Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,1,LEB+RB,提及女性总理申报资产时特别强调“217个名牌手袋”，将女性政治人物与时尚配饰关联，强化了性别刻板印象（RB）；同时在严肃的资产申报语境中突出此类带有性别刻板印象的个人物品，构成不必要的个人化/性别化描述（LEB）。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,2,LEB,在介绍女性政治人物就职时，优先强调其“亿万富翁前总理的女儿”这一家庭身份，而非其个人政治资历，属于对女性不必要的个人化/家庭角色描述，构成语言评估偏见（LEB）。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,3,NB,陈述法律申报要求及合规性说明，用词中性客观，无性别相关表述或评价，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,4,NB,客观陈述资产申报的具体金额与类别，无性别相关表述或评价，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,5,RB,在列举政治人物资产时，特别突出“手提包、耳环、项链”等通常与女性消费关联的物品，强化了女性与时尚配饰的刻板印象，属于代表性偏见（RB）。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,6,NB,客观陈述负债与净资产数据，无性别相关表述或评价，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,7,NB,客观陈述选民对财富规模的预期，无性别相关表述或评价，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,8,NB,客观陈述其父亲的财富来源与排名，无性别相关表述或评价，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,9,LEB,在描述女性政治人物时，过度聚焦其“高端设计师服装”和“包包”等外貌/穿着细节，属于不必要的个人化描述，且通常不会以同等篇幅描述男性政治人物的衣着，构成语言评估偏见（LEB）。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,10,NB,过渡句，指出其他政客也有类似消费习惯，用词中性，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,11,NB,客观陈述竞争对手的着装习惯，用词中性，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,12,NB,客观陈述男性政客巴威的名表收藏及未申报事实，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,13,NB,客观陈述巴威的解释及调查结果，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,14,NB,客观陈述西那瓦家族的政治历史，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,15,NB,客观陈述他信的政治支持基础及下台原因，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,16,NB,客观陈述政治形势的变化，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,17,NB,客观陈述2023年选举结果及政党更替，无性别偏见，无偏见。,2026-07-12T16:22:54Z
qwen,Qwen/Qwen3.6-35B-A3B,deepinfra,3,P3,18,NB,客观陈述政党结盟的政治策略及争议，无性别偏见，无偏见。,2026-07-12T16:22:54Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,1,NB,The sentence discusses a belief system and its implications without referencing specific gender roles or biases.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,2,NB,The sentence describes the dominance of a belief system in public institutions without exhibiting bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,3,NB,The sentence mentions the consequences of institutional leaders' actions without referencing gender.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,4,NB,The sentence reports on a medical issue affecting children and young people without gender bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,5,RB,"The sentence implies that women who have been sexually assaulted require single-sex services, potentially reinforcing gender roles.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,6,LEB+RB,"The sentence describes male rapists and sex offenders being housed in female prisons, reinforcing gender roles and using language that evaluates the situation based on gender.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,7,NB,The sentence discusses the police's actions regarding free speech without exhibiting gender bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,8,LEB,"The sentence mentions people, particularly women, being bullied and hounded out of their workplaces, implying a gendered impact.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,9,NB,The sentence introduces a government-commissioned review without exhibiting bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,10,NB,The sentence describes the background of the review and the involvement of a grassroots feminist group without bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,11,NB,The sentence discusses the report's findings on data collection without exhibiting gender bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,12,NB,The sentence reports on healthcare issues related to data collection without gender bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,13,RB,"The sentence describes police forces recording male crimes as committed by women based on self-identification, potentially reinforcing gender roles.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,14,RB,"The sentence discusses the societal understanding of male violence, implying a gendered perspective.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,15,NB,The sentence provides examples of harms caused by failing to collect data on sex without exhibiting bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,16,NB,The sentence recommends collecting data on sex and trans status separately without bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,17,NB,The sentence discusses the government's response to the review without exhibiting gender bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,18,NB,The sentence reports on the health secretary's instructions regarding health records without bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,19,NB,The sentence emphasizes the importance of upholding protections for trans people against discrimination without bias.,2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P1,20,LEB+RB,"The sentence discusses the misapprehension that protecting trans people means ignoring sex, potentially reinforcing gender roles and evaluating the situation based on gender.",2026-07-12T16:23:11Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,1,NB,Sentence only reports on a promise of female representation without any biased language or framing.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,2,NB,This sentence simply states a fact about Sanae Takaichi becoming Japan's first female prime minister without any bias.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,3,RB,"The sentence implies that female underrepresentation is a continuation of a existing issue, potentially reinforcing the notion that women are less capable of holding political positions.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,4,NB,This sentence reports on Takaichi's promise regarding female representation in her government without introducing any bias.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,5,RB,"By mentioning the first woman to hold a specific post, the sentence may inadvertently reinforce the idea that women are exceptions in such roles.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,6,NB,This sentence provides factual information about the number of women in cabinet positions in Iceland and Finland without any biased language.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,7,NB,The sentence compares the number of women appointed by different leaders without introducing any bias.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,8,LEB,"The description of Takaichi as ""ultra-conservative"" and the mention of her experience with menopause may introduce a personal, potentially biased perspective on her character and policies.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,9,LEB+RB,The comparison to Margaret Thatcher and the mention of social conservatism may reinforce gendered expectations of political leaders and introduce a biased view of Takaichi's political stance.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,10,RB,"Takaichi's opposition to revising the law on surnames for married couples may be seen as reinforcing traditional gender roles, but the sentence itself reports this stance without bias. However, the context implies a bias towards traditional family values.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,11,RB,"The sentence reports on Takaichi's opposition to changes in succession laws, which may reflect a bias towards traditional gender roles in the imperial household.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,12,NB,This sentence reports on Takaichi's stance against discrimination and her opposition to same-sex marriage without introducing any biased language regarding gender.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,13,NB,The sociologist's statement about not being happy with the prospect of a first female prime minister is reported without any additional bias from the sentence itself.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,14,NB,Ueno's comments about Takaichi's leadership and its potential impact on gender equality are reported factually without introducing bias.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,15,NB,The sentence reports on the optimism about Takaichi's appointment lowering psychological barriers for women without any biased language.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,16,NB,Naomi Koshi's statement about the significance of Takaichi becoming prime minister is reported factually without any bias.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,17,RB,"The mention of a ""comparatively small pool of female MPs"" may reinforce the notion that women are underrepresented and less available for such positions.",2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,18,NB,The sentence reports on the number of women elected and their percentage in the chamber without any biased language.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P2,19,NB,The ranking of Japan in the gender gap index is reported factually without any biased framing or language.,2026-07-12T16:23:30Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,1,NB,Sentence only reports factual information about the prime minister's assets without any biased language or framing.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,2,NB,"This sentence provides factual information about Paetongtarn's family background and her taking office, without any biased language.",2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,3,NB,"The sentence explains the context of the wealth declaration in a neutral manner, without any bias.",2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,4,NB,Reports on the details of Paetongtarn's investments and cash deposits in a factual and unbiased way.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,5,NB,Lists the declared assets without any language that could be considered biased towards any gender.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,6,NB,Provides a factual update on Paetongtarn's net worth based on her declared assets and liabilities.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,7,NB,A neutral statement about the public's potential reaction to Paetongtarn's wealth.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,8,NB,"Compares Paetongtarn's wealth to her father's, providing context without bias.",2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,9,LEB+RB,"The focus on Paetongtarn's high-end designer clothes could reinforce stereotypes about women and fashion, and the detailed description of her clothing might be seen as more personal or less professional than how men in similar positions are described.",2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,10,NB,A neutral statement setting up a comparison with other politicians.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,11,NB,Describes the behavior of Paetongtarn's rivals in a factual manner.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,12,NB,Reports on Prawit's collection of luxury watches and the controversy surrounding it without biased language.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,13,NB,Explains Prawit's claim and the subsequent reaction in a neutral way.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,14,NB,Provides historical context about the Shinawatra family's influence in Thai politics.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,15,NB,Describes the political dynamics and Thaksin's relationship with different groups in a factual manner.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,16,NB,A neutral statement about changes over time.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,17,NB,Reports on the election outcome and the shift in political power without bias.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,1,P3,18,NB,Describes the political deal and the controversy it sparked among supporters in a neutral way.,2026-07-12T16:23:46Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,1,NB,The sentence discusses a belief system and its implications without making any gendered assumptions or using biased language.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,2,NB,The sentence describes the dominance of a particular viewpoint in public institutions without referencing gender stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,3,NB,"The sentence mentions the consequences of institutional leaders giving in to activist pressures, without any gender-specific language or biases.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,4,NB,The sentence reports on a specific issue (prescription of untested drugs) without implying any gender-based stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,5,RB,"The sentence implies that women are the primary victims of sexual assault and that single-sex services are necessary, reinforcing a gender-based stereotype.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,6,LEB+RB,"The sentence describes male rapists and sex offenders as being placed in female prisons, implying a gender-based threat, and uses the phrase ""vulnerable women,"" which could be seen as perpetuating a stereotype of women as inherently vulnerable.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,7,NB,The sentence discusses the police's actions regarding free speech without referencing any gender-specific biases or stereotypes.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,8,LEB+RB,"The sentence mentions that particularly women have been bullied and hounded out of their workplaces for refusing to comply with a certain belief system, implying a gender-based disparity in treatment and using language that could be seen as perpetuating stereotypes about women being more vulnerable to bullying.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,9,NB,The sentence introduces a new review and its findings without any gender-specific language or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,10,NB,The sentence describes the background and commissioning of the review without referencing any gender-based stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,11,NB,The sentence discusses the report's findings on data collection and its implications without any gender-specific language or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,12,NB,The sentence reports on specific issues (accurate recording of sex in healthcare) without implying any gender-based stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,13,RB,"The sentence describes the practice of recording male crimes as committed by women based on the perpetrator's gender identity, which could be seen as reinforcing a gender-based stereotype about the relationship between gender identity and criminal behavior.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,14,RB,"The sentence implies that male violence is a significant societal issue and that failing to collect data on sex undermines understanding of this issue, potentially reinforcing a gender-based stereotype about male violence.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,15,NB,The sentence concludes the list of examples without any gender-specific language or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,16,NB,The sentence recommends collecting data on sex and trans status separately without implying any gender-based stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,17,NB,The sentence discusses the government's response to the review without referencing any gender-specific biases or stereotypes.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,18,NB,The sentence reports on the health secretary's actions regarding health records for gender-questioning children without any gender-specific language or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,19,NB,The sentence emphasizes the importance of upholding protections for trans people against discrimination without implying any gender-based stereotypes or biases.,2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P1,20,LEB+RB,"The sentence suggests that organizations' behaviors regarding sex and gender identity have caused harm and discrimination, potentially implying a gender-based disparity in treatment and using language that could be seen as perpetuating stereotypes about the importance of recognizing sex.",2026-07-12T16:24:05Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P2,1,NB,Sentence only reports on a promise of female representation without any biased language or framing.,2026-07-12T16:24:27Z
llama,meta-llama/Llama-3.3-70B-Instruct,novita,2,P2,2,NB,This sentence simply states a fact about Sanae Takaichi becoming Japan's first female prime minister without any bias.,2026-07-12T16:24:27Z
